code,var,unit,value,year,basin,deployment,BT,WD,N.WD
T002,DIC,C1,45.34917734,2020,BP,1,A,120,0.261437908
T002,DIC,C2,65.08097505,2020,BP,1,A,120,0.261437908
T002,DIC,C3,29.6467333,2020,BP,1,A,120,0.261437908
T002,DIC,CA,20.40451962,2020,BP,1,A,120,0.261437908
T002,NH4,C1,4.061546699,2020,BP,1,A,120,0.261437908
T002,NH4,C2,2.426826527,2020,BP,1,A,120,0.261437908
T002,NH4,C3,2.507475748,2020,BP,1,A,120,0.261437908
T002,NH4,C4,2.475028194,2020,BP,1,A,120,0.261437908
T002,NH4,CA,2.168518847,2020,BP,1,A,120,0.261437908
T002,NH4,CB,5.546872328,2020,BP,1,A,120,0.261437908
T002,DIP,C1,0.838746858,2020,BP,1,A,120,0.261437908
T002,DIP,C2,0.445127687,2020,BP,1,A,120,0.261437908
T002,DIP,C3,0.33306595,2020,BP,1,A,120,0.261437908
T002,DIP,C4,0.408905577,2020,BP,1,A,120,0.261437908
T002,DIP,CA,0.33146377,2020,BP,1,A,120,0.261437908
T002,DIP,CB,1.384512365,2020,BP,1,A,120,0.261437908
T002,NOx,C1,-0.104395921,2020,BP,1,A,120,0.261437908
T002,NOx,C2,-0.054674196,2020,BP,1,A,120,0.261437908
T002,NOx,C3,-0.158554974,2020,BP,1,A,120,0.261437908
T002,NOx,CA,-0.007416929,2020,BP,1,A,120,0.261437908
T002,DIN,C1,3.957150778,2020,BP,1,A,120,0.261437908
T002,DIN,C2,2.372152331,2020,BP,1,A,120,0.261437908
T002,DIN,C3,1.66549393,2020,BP,1,A,120,0.261437908
T002,DIN,C4,2.477541547,2020,BP,1,A,120,0.261437908
T002,DIN,CA,2.162988793,2020,BP,1,A,120,0.261437908
T002,DIN,CB,5.264009053,2020,BP,1,A,120,0.261437908
T003,DIC,C1,55.07452543,2020,BP,1,A,62,0.135076253
T003,DIC,C2,31.62488528,2020,BP,1,A,62,0.135076253
T003,DIC,C3,73.43974038,2020,BP,1,A,62,0.135076253
T003,DIC,C4,38.68234899,2020,BP,1,A,62,0.135076253
T003,NH4,C1,4.920710139,2020,BP,1,A,62,0.135076253
T003,NH4,C2,2.590711776,2020,BP,1,A,62,0.135076253
T003,NH4,C3,4.038867252,2020,BP,1,A,62,0.135076253
T003,NH4,C4,3.108427158,2020,BP,1,A,62,0.135076253
T003,NH4,CA,5.610557332,2020,BP,1,A,62,0.135076253
T003,NH4,CB,5.200293253,2020,BP,1,A,62,0.135076253
T003,DIP,C1,1.03790622,2020,BP,1,A,62,0.135076253
T003,DIP,C2,0.330413301,2020,BP,1,A,62,0.135076253
T003,DIP,C3,0.707258507,2020,BP,1,A,62,0.135076253
T003,DIP,C4,0.443226979,2020,BP,1,A,62,0.135076253
T003,DIP,CA,0.677432674,2020,BP,1,A,62,0.135076253
T003,DIP,CB,0.677667126,2020,BP,1,A,62,0.135076253
T003,NOx,C3,-0.134723682,2020,BP,1,A,62,0.135076253
T003,NOx,C4,-0.025444802,2020,BP,1,A,62,0.135076253
T003,DIN,C1,4.918589914,2020,BP,1,A,62,0.135076253
T003,DIN,C2,2.503841443,2020,BP,1,A,62,0.135076253
T003,DIN,C3,3.904143569,2020,BP,1,A,62,0.135076253
T003,DIN,C4,3.08478262,2020,BP,1,A,62,0.135076253
T003,DIN,CA,5.004966448,2020,BP,1,A,62,0.135076253
T003,DIN,CB,5.205010564,2020,BP,1,A,62,0.135076253
T011,DIC,C1,8.91460977,2020,BP,1,ET,120,0.261437908
T011,DIC,CA,6.786648039,2020,BP,1,ET,120,0.261437908
T011,DIC,CB,2.769305815,2020,BP,1,ET,120,0.261437908
T011,NH4,C1,0.221492018,2020,BP,1,ET,120,0.261437908
T011,NH4,C3,0.097993924,2020,BP,1,ET,120,0.261437908
T011,NH4,CA,0.070836709,2020,BP,1,ET,120,0.261437908
T011,NH4,CB,0.02777415,2020,BP,1,ET,120,0.261437908
T011,DIP,C3,0.074023429,2020,BP,1,ET,120,0.261437908
T011,DIP,C4,0.043054673,2020,BP,1,ET,120,0.261437908
T011,NOx,C4,0.226347907,2020,BP,1,ET,120,0.261437908
T011,DIN,C4,0.237871835,2020,BP,1,ET,120,0.261437908
W009,DIC,C1,43.06061659,2020,BP,1,A,110,0.239651416
W009,DIC,C2,39.62188414,2020,BP,1,A,110,0.239651416
W009,DIC,C3,134.4730287,2020,BP,1,A,110,0.239651416
W009,DIC,C4,107.04185,2020,BP,1,A,110,0.239651416
W009,NH4,C1,4.480553991,2020,BP,1,A,110,0.239651416
W009,NH4,C2,3.496158483,2020,BP,1,A,110,0.239651416
W009,NH4,C4,6.91241798,2020,BP,1,A,110,0.239651416
W009,NH4,CA,3.094058643,2020,BP,1,A,110,0.239651416
W009,NH4,CB,5.047592797,2020,BP,1,A,110,0.239651416
W009,DIP,C1,0.849741961,2020,BP,1,A,110,0.239651416
W009,DIP,C2,0.505971451,2020,BP,1,A,110,0.239651416
W009,DIP,C3,2.036434427,2020,BP,1,A,110,0.239651416
W009,DIP,C4,1.286378128,2020,BP,1,A,110,0.239651416
W009,DIP,CA,0.501593131,2020,BP,1,A,110,0.239651416
W009,DIP,CB,0.854236643,2020,BP,1,A,110,0.239651416
W009,NOx,C1,0.029834565,2020,BP,1,A,110,0.239651416
W009,NOx,C2,0.015811429,2020,BP,1,A,110,0.239651416
W009,NOx,C3,0.068287251,2020,BP,1,A,110,0.239651416
W009,NOx,C4,0.021175052,2020,BP,1,A,110,0.239651416
W009,NOx,CA,0.013266981,2020,BP,1,A,110,0.239651416
W009,DIN,C1,4.503683762,2020,BP,1,A,110,0.239651416
W009,DIN,C2,3.52566742,2020,BP,1,A,110,0.239651416
W009,DIN,C4,6.934719763,2020,BP,1,A,110,0.239651416
W009,DIN,CA,3.107325624,2020,BP,1,A,110,0.239651416
W009,DIN,CB,5.073440511,2020,BP,1,A,110,0.239651416
W010,DIC,C1,195.3049463,2020,BP,1,A,94,0.204793028
W010,DIC,C2,150.9230013,2020,BP,1,A,94,0.204793028
W010,DIC,C4,104.3288449,2020,BP,1,A,94,0.204793028
W010,NH4,CA,3.391861987,2020,BP,1,A,94,0.204793028
W010,DIP,C1,3.428764177,2020,BP,1,A,94,0.204793028
W010,DIP,C2,2.33380953,2020,BP,1,A,94,0.204793028
W010,DIP,C4,1.363854974,2020,BP,1,A,94,0.204793028
W010,DIP,CA,0.506516667,2020,BP,1,A,94,0.204793028
W010,NOx,C1,0.016359574,2020,BP,1,A,94,0.204793028
W010,NOx,C2,0.014930825,2020,BP,1,A,94,0.204793028
W010,NOx,C4,0.020354389,2020,BP,1,A,94,0.204793028
W010,DIN,CA,3.397164578,2020,BP,1,A,94,0.204793028
W013,DIC,C1,7.027192576,2020,BP,1,A,72,0.156862745
W013,DIC,C2,6.764796562,2020,BP,1,A,72,0.156862745
W013,DIC,C3,13.84484386,2020,BP,1,A,72,0.156862745
W013,DIC,C4,15.59276304,2020,BP,1,A,72,0.156862745
W013,NH4,C1,1.334945723,2020,BP,1,A,72,0.156862745
W013,NH4,C2,2.088662552,2020,BP,1,A,72,0.156862745
W013,NH4,C3,2.399682887,2020,BP,1,A,72,0.156862745
W013,NH4,C4,1.015706482,2020,BP,1,A,72,0.156862745
W013,NH4,CA,0.439028299,2020,BP,1,A,72,0.156862745
W013,NH4,CB,0.909077319,2020,BP,1,A,72,0.156862745
W013,DIP,C1,-0.073447312,2020,BP,1,A,72,0.156862745
W013,DIP,C2,-0.059567919,2020,BP,1,A,72,0.156862745
W013,DIP,C3,0.200566927,2020,BP,1,A,72,0.156862745
W013,DIP,C4,0.18877408,2020,BP,1,A,72,0.156862745
W013,DIP,CB,0.076325273,2020,BP,1,A,72,0.156862745
W013,NOx,C4,-0.211419471,2020,BP,1,A,72,0.156862745
W013,NOx,CA,-0.528989808,2020,BP,1,A,72,0.156862745
W013,NOx,CB,-0.802846765,2020,BP,1,A,72,0.156862745
W013,DIN,C4,0.923493973,2020,BP,1,A,72,0.156862745
W015,DIC,C1,6.957291724,2020,BP,1,ET,65,0.1416122
W015,DIC,C2,4.729063973,2020,BP,1,ET,65,0.1416122
W015,DIC,CA,2.918300248,2020,BP,1,ET,65,0.1416122
W015,DIC,CB,6.313630862,2020,BP,1,ET,65,0.1416122
W015,NH4,C1,0.054625594,2020,BP,1,ET,65,0.1416122
W015,NH4,C2,0.011706939,2020,BP,1,ET,65,0.1416122
W015,NH4,C4,0.00502292,2020,BP,1,ET,65,0.1416122
W015,NH4,CA,0.032550252,2020,BP,1,ET,65,0.1416122
W015,NH4,CB,0.037103197,2020,BP,1,ET,65,0.1416122
E,DIC,C2,56.3958948,2018,BP,1,A,170,0.682730924
E,DIC,C4,39.6180742,2018,BP,1,A,170,0.682730924
F,DIC,C1,58.3097671,2018,BP,1,A,210,0.843373494
F,DIC,C2,19.30008769,2018,BP,1,A,210,0.843373494
F,DIC,C3,24.74535538,2018,BP,1,A,210,0.843373494
F,DIC,C1,126.9543682,2018,BP,2,A,210,0.843373494
F,DIC,C2,68.31713805,2018,BP,2,A,210,0.843373494
F,DIC,C4,60.33336893,2018,BP,2,A,210,0.843373494
E,DIN,C1,0.845944415,2018,BP,1,A,170,0.682730924
E,DIN,C2,2.079119476,2018,BP,1,A,170,0.682730924
E,DIN,C3,2.670311531,2018,BP,1,A,170,0.682730924
E,DIN,C4,3.388333164,2018,BP,1,A,170,0.682730924
F,DIN,C1,2.338621375,2018,BP,1,A,210,0.843373494
F,DIN,C2,3.336555567,2018,BP,1,A,210,0.843373494
F,DIN,C3,1.734028559,2018,BP,1,A,210,0.843373494
F,DIN,C1,4.301677163,2018,BP,2,A,210,0.843373494
F,DIN,C3,2.058872915,2018,BP,2,A,210,0.843373494
F,DIN,C4,4.203570406,2018,BP,2,A,210,0.843373494
E,DIP,C1,0.20847067,2018,BP,1,A,170,0.682730924
E,DIP,C2,0.731166249,2018,BP,1,A,170,0.682730924
E,DIP,C3,0.780566614,2018,BP,1,A,170,0.682730924
E,DIP,C4,0.815208381,2018,BP,1,A,170,0.682730924
F,DIP,C1,0.636780048,2018,BP,1,A,210,0.843373494
F,DIP,C2,0.949257734,2018,BP,1,A,210,0.843373494
F,DIP,C3,0.94313238,2018,BP,1,A,210,0.843373494
F,DIP,C1,2.283035688,2018,BP,2,A,210,0.843373494
F,DIP,C2,2.928685847,2018,BP,2,A,210,0.843373494
F,DIP,C3,0.442168781,2018,BP,2,A,210,0.843373494
F,DIP,C4,1.337034411,2018,BP,2,A,210,0.843373494
E,NH4,C1,1.100652327,2018,BP,1,A,170,0.682730924
E,NH4,C2,2.711603901,2018,BP,1,A,170,0.682730924
E,NH4,C3,2.67832397,2018,BP,1,A,170,0.682730924
E,NH4,C4,3.3295094,2018,BP,1,A,170,0.682730924
F,NH4,C1,2.025510163,2018,BP,1,A,210,0.843373494
F,NH4,C2,3.358733013,2018,BP,1,A,210,0.843373494
F,NH4,C3,2.861942589,2018,BP,1,A,210,0.843373494
F,NH4,C1,7.630667866,2018,BP,2,A,210,0.843373494
F,NH4,C3,2.207691973,2018,BP,2,A,210,0.843373494
F,NH4,C4,4.171016119,2018,BP,2,A,210,0.843373494
E,NOx,C4,0.045934394,2018,BP,1,A,170,0.682730924
F,NOx,C2,0.023738324,2018,BP,1,A,210,0.843373494
A,DIC,C1,7.838399663,2017,BP,1,ET,60,0.240963855
A,DIC,C3,4.813740382,2017,BP,1,ET,60,0.240963855
A,DIC,C4,9.7819339,2017,BP,1,ET,60,0.240963855
A,DIN,C1,0.432437333,2017,BP,1,ET,60,0.240963855
A,DIN,C2,0.769202125,2017,BP,1,ET,60,0.240963855
A,DIN,C3,0.1852,2017,BP,1,ET,60,0.240963855
A,DIN,C4,0.405261244,2017,BP,1,ET,60,0.240963855
A,DIP,C1,0.092415245,2017,BP,1,ET,60,0.240963855
A,DIP,C2,0.104017302,2017,BP,1,ET,60,0.240963855
A,DIP,C3,0.015289508,2017,BP,1,ET,60,0.240963855
A,DIP,C4,0.058457422,2017,BP,1,ET,60,0.240963855
A,NH4,C1,0.241006311,2017,BP,1,ET,60,0.240963855
A,NH4,C2,0.403883608,2017,BP,1,ET,60,0.240963855
A,NH4,C3,0.073799632,2017,BP,1,ET,60,0.240963855
A,NH4,C4,0.191416889,2017,BP,1,ET,60,0.240963855
A,NOx,C1,0.204839746,2017,BP,1,ET,60,0.240963855
A,NOx,C2,0.21553218,2017,BP,1,ET,60,0.240963855
A,NOx,C3,0.081612281,2017,BP,1,ET,60,0.240963855
A,NOx,C4,0.213844356,2017,BP,1,ET,60,0.240963855
A,DIP,C3,0.061113905,2017,BP,2,ET,60,0.240963855
A,NH4,C2,0.328978184,2017,BP,2,ET,60,0.240963855
A,NH4,C3,0.60760951,2017,BP,2,ET,60,0.240963855
A,NH4,C4,0.196927157,2017,BP,2,ET,60,0.240963855
A,DIC,C2,5.38545473,2016,BP,1,ET,60,0.240963855
A,DIN,C1,0.20456,2016,BP,1,ET,60,0.240963855
A,DIN,C2,0.281715556,2016,BP,1,ET,60,0.240963855
A,DIN,C4,0.397950476,2016,BP,1,ET,60,0.240963855
A,DIP,C1,0.040856216,2016,BP,1,ET,60,0.240963855
A,DIP,C2,0.0401,2016,BP,1,ET,60,0.240963855
A,DIP,C4,0.060479238,2016,BP,1,ET,60,0.240963855
A,NH4,C1,0.05743913,2016,BP,1,ET,60,0.240963855
A,NOx,C1,0.172805405,2016,BP,1,ET,60,0.240963855
A,NOx,C2,0.251430222,2016,BP,1,ET,60,0.240963855
A,NOx,C4,0.324793905,2016,BP,1,ET,60,0.240963855
D,DIC,C1,51.936476,2016,BP,1,A,130,0.522088353
D,DIC,C2,56.63416002,2016,BP,1,A,130,0.522088353
D,DIC,C3,42.57738593,2016,BP,1,A,130,0.522088353
D,DIC,C4,36.85852588,2016,BP,1,A,130,0.522088353
D,DIN,C1,8.75778793,2016,BP,1,A,130,0.522088353
D,DIN,C2,3.94810084,2016,BP,1,A,130,0.522088353
D,DIN,C3,4.389436272,2016,BP,1,A,130,0.522088353
D,DIN,C4,4.319395325,2016,BP,1,A,130,0.522088353
D,DIP,C1,1.579826989,2016,BP,1,A,130,0.522088353
D,DIP,C2,0.64198084,2016,BP,1,A,130,0.522088353
D,DIP,C3,0.805585595,2016,BP,1,A,130,0.522088353
D,DIP,C4,0.791544385,2016,BP,1,A,130,0.522088353
D,NH4,C1,8.360474273,2016,BP,1,A,130,0.522088353
D,NH4,C2,4.37717395,2016,BP,1,A,130,0.522088353
D,NH4,C3,4.418811722,2016,BP,1,A,130,0.522088353
D,NH4,C4,4.427519743,2016,BP,1,A,130,0.522088353
D,DIC,C1,21.63862328,2016,BP,2,A,130,0.522088353
D,DIC,C2,23.52569517,2016,BP,2,A,130,0.522088353
D,DIC,C3,23.06741004,2016,BP,2,A,130,0.522088353
D,DIC,C4,26.17589061,2016,BP,2,A,130,0.522088353
D,DIN,C2,2.15337894,2016,BP,2,A,130,0.522088353
D,DIP,C1,0.698584428,2016,BP,2,A,130,0.522088353
D,DIP,C2,0.53744833,2016,BP,2,A,130,0.522088353
D,DIP,C3,0.689041983,2016,BP,2,A,130,0.522088353
D,DIP,C4,0.603091901,2016,BP,2,A,130,0.522088353
D,NH4,C1,4.618568251,2016,BP,2,A,130,0.522088353
D,NH4,C2,2.104433146,2016,BP,2,A,130,0.522088353
D,NH4,C3,4.235492739,2016,BP,2,A,130,0.522088353
D,NH4,C4,4.013418787,2016,BP,2,A,130,0.522088353
GOB1,DIC,C1,4.84569523,2014,GOB,1,A,86,0.589041096
GOB1,DIC,C2,4.993851069,2014,GOB,1,A,86,0.589041096
GOB1,DIC,C3,5.848887989,2014,GOB,1,A,86,0.589041096
GOB1,DIN,C1,0.098992337,2014,GOB,1,A,86,0.589041096
GOB1,DIP,C1,0.05760146,2014,GOB,1,A,86,0.589041096
GOB1,DIP,C3,0.004247011,2014,GOB,1,A,86,0.589041096
GOB1,NH4,C1,0.014212301,2014,GOB,1,A,86,0.589041096
GOB1,NH4,C3,0.053360669,2014,GOB,1,A,86,0.589041096
GOB1,NOx,C1,0.076248433,2014,GOB,1,A,86,0.589041096
GOB2,DIC,C1,7.209553155,2014,GOB,1,A,110,0.753424658
GOB2,DIC,C2,4.052408069,2014,GOB,1,A,110,0.753424658
GOB2,DIC,C3,9.471920241,2014,GOB,1,A,110,0.753424658
GOB2,DIC,C4,6.670431253,2014,GOB,1,A,110,0.753424658
GOB2,DIN,C1,0.202851563,2014,GOB,1,A,110,0.753424658
GOB2,DIP,C1,0.032890756,2014,GOB,1,A,110,0.753424658
GOB2,DIP,C2,0.072475127,2014,GOB,1,A,110,0.753424658
GOB2,DIP,C3,0.067771265,2014,GOB,1,A,110,0.753424658
GOB2,DIP,C4,0.088276799,2014,GOB,1,A,110,0.753424658
GOB2,NH4,C3,0.053198696,2014,GOB,1,A,110,0.753424658
GOB2,NH4,C4,0.06382106,2014,GOB,1,A,110,0.753424658
GOB2,NOx,C1,0.167384266,2014,GOB,1,A,110,0.753424658
GOB1,DIC,C2,9.272402195,2013,GOB,1,A,86,0.589041096
GOB1,DIC,C3,10.61677687,2013,GOB,1,A,86,0.589041096
GOB1,DIC,C4,11.9558083,2013,GOB,1,A,86,0.589041096
GOB1,DIN,C4,0.826357105,2013,GOB,1,A,86,0.589041096
GOB1,DIP,C2,0.015578345,2013,GOB,1,A,86,0.589041096
GOB1,DIP,C3,0.049858368,2013,GOB,1,A,86,0.589041096
GOB1,DIP,C4,-0.011093194,2013,GOB,1,A,86,0.589041096
GOB1,NH4,C2,0.279649609,2013,GOB,1,A,86,0.589041096
GOB1,NH4,C3,0.337032067,2013,GOB,1,A,86,0.589041096
GOB1,NH4,C4,0.757453183,2013,GOB,1,A,86,0.589041096
GOB1,NOx,C4,0.06064068,2013,GOB,1,A,86,0.589041096
GOB1,DIC,CB,8.097569032,2013,GOB,1,A,86,0.589041096
GOB1,DIN,CA,0.152333872,2013,GOB,1,A,86,0.589041096
GOB1,DIN,CB,0.564830512,2013,GOB,1,A,86,0.589041096
GOB1,NH4,CB,0.164877939,2013,GOB,1,A,86,0.589041096
GOB1,NOx,CA,0.149239165,2013,GOB,1,A,86,0.589041096
GOB1,NOx,CB,0.093110063,2013,GOB,1,A,86,0.589041096
GOB2,DIC,C2,14.67864331,2013,GOB,1,A,110,0.753424658
GOB2,DIC,C3,11.64382147,2013,GOB,1,A,110,0.753424658
GOB2,DIC,C4,7.730327352,2013,GOB,1,A,110,0.753424658
GOB2,DIN,C4,0.320434527,2013,GOB,1,A,110,0.753424658
GOB2,DIP,C2,0.284680607,2013,GOB,1,A,110,0.753424658
GOB2,DIP,C3,0.033940525,2013,GOB,1,A,110,0.753424658
GOB2,DIP,C4,0.028467358,2013,GOB,1,A,110,0.753424658
GOB2,NH4,C2,0.439416978,2013,GOB,1,A,110,0.753424658
GOB2,NH4,C3,0.061055108,2013,GOB,1,A,110,0.753424658
GOB2,NH4,C4,0.189934447,2013,GOB,1,A,110,0.753424658
GOB2,NOx,C4,0.13050008,2013,GOB,1,A,110,0.753424658
GOB2,DIC,CA,7.677884952,2013,GOB,1,A,110,0.753424658
GOB2,DIC,CB,7.845856576,2013,GOB,1,A,110,0.753424658
GOB2,DIN,CA,0.093537637,2013,GOB,1,A,110,0.753424658
GOB2,DIN,CB,0.195157518,2013,GOB,1,A,110,0.753424658
GOB2,DIP,CA,0.008106371,2013,GOB,1,A,110,0.753424658
GOB2,DIP,CB,0.011518029,2013,GOB,1,A,110,0.753424658
GOB2,NOx,CA,0.086855448,2013,GOB,1,A,110,0.753424658
GOB2,NOx,CB,0.183509581,2013,GOB,1,A,110,0.753424658
GOB3,DIC,C1,4.046932437,2013,GOB,1,ET,91,0.310580205
GOB3,DIC,C3,6.158577488,2013,GOB,1,ET,91,0.310580205
GOB3,DIN,C1,-0.382097018,2013,GOB,1,ET,91,0.310580205
GOB3,DIP,C1,0.013999161,2013,GOB,1,ET,91,0.310580205
GOB3,DIP,C2,0.022303257,2013,GOB,1,ET,91,0.310580205
GOB3,DIP,C3,0.025339232,2013,GOB,1,ET,91,0.310580205
GOB3,DIP,C4,0.01539816,2013,GOB,1,ET,91,0.310580205
GOB3,NH4,C2,-0.016016687,2013,GOB,1,ET,91,0.310580205
GOB3,NH4,C3,-0.005102492,2013,GOB,1,ET,91,0.310580205
GOB3,NOx,C1,-0.397867423,2013,GOB,1,ET,91,0.310580205
GOB3,DIC,CA,3.856092802,2013,GOB,1,ET,91,0.310580205
GOB3,DIC,CB,4.502640665,2013,GOB,1,ET,91,0.310580205
GOB3,DIN,CA,0.065873944,2013,GOB,1,ET,91,0.310580205
GOB3,DIP,CA,0.018535288,2013,GOB,1,ET,91,0.310580205
GOB3,DIP,CB,0.008810382,2013,GOB,1,ET,91,0.310580205
GOB3,NH4,CB,-0.008230356,2013,GOB,1,ET,91,0.310580205
GOB3,NOx,CA,0.066847673,2013,GOB,1,ET,91,0.310580205
A,DIC,C2,13.23962014,2008,BP,1,ET,60,0.240963855
A,DIC,C3,26.3429419,2008,BP,1,ET,60,0.240963855
A,DIN,C3,0.217338833,2008,BP,1,ET,60,0.240963855
A,DIN,C4,0.098897977,2008,BP,1,ET,60,0.240963855
A,DIP,C2,0.028796343,2008,BP,1,ET,60,0.240963855
A,DIP,C3,0.014764646,2008,BP,1,ET,60,0.240963855
A,NH4,C1,0.008091736,2008,BP,1,ET,60,0.240963855
A,NOx,C3,0.214124377,2008,BP,1,ET,60,0.240963855
A,NOx,C4,0.09973691,2008,BP,1,ET,60,0.240963855
B,DIP,C2,0.070762251,2008,BP,1,ET,75,0.301204819
B,NH4,C2,0.019800851,2008,BP,1,ET,75,0.301204819
C,DIC,C4,4.592248164,2008,BP,1,ET,90,0.361445783
C,DIP,C4,-0.050681389,2008,BP,1,ET,90,0.361445783
C,NH4,C4,0.383428065,2008,BP,1,ET,90,0.361445783
C,NOx,C4,-0.270030104,2008,BP,1,ET,90,0.361445783
D,DIC,C1,16.20979878,2008,BP,1,A,130,0.522088353
D,DIC,C2,12.68595059,2008,BP,1,A,130,0.522088353
D,DIC,C4,38.550965,2008,BP,1,A,130,0.522088353
D,DIN,C1,3.399760278,2008,BP,1,A,130,0.522088353
D,DIN,C2,1.317458638,2008,BP,1,A,130,0.522088353
D,DIN,C4,5.968409201,2008,BP,1,A,130,0.522088353
D,DIP,C1,0.420120662,2008,BP,1,A,130,0.522088353
D,DIP,C2,0.211978645,2008,BP,1,A,130,0.522088353
D,DIP,C3,0.389301116,2008,BP,1,A,130,0.522088353
D,NH4,C1,3.386641149,2008,BP,1,A,130,0.522088353
D,NH4,C2,1.34120019,2008,BP,1,A,130,0.522088353
D,NH4,C4,3.133633098,2008,BP,1,A,130,0.522088353
E,DIC,C1,24.0088724,2008,BP,1,A,170,0.682730924
E,DIC,C2,18.02988976,2008,BP,1,A,170,0.682730924
E,DIC,C3,12.84610331,2008,BP,1,A,170,0.682730924
E,DIC,C4,31.19571012,2008,BP,1,A,170,0.682730924
E,DIN,C1,1.488546471,2008,BP,1,A,170,0.682730924
E,DIN,C2,1.221637101,2008,BP,1,A,170,0.682730924
E,DIN,C3,1.489426911,2008,BP,1,A,170,0.682730924
E,DIP,C1,0.329304929,2008,BP,1,A,170,0.682730924
E,DIP,C2,0.332081262,2008,BP,1,A,170,0.682730924
E,DIP,C3,0.253879626,2008,BP,1,A,170,0.682730924
E,DIP,C4,0.3748911,2008,BP,1,A,170,0.682730924
E,NH4,C1,1.402769563,2008,BP,1,A,170,0.682730924
E,NH4,C2,1.228865017,2008,BP,1,A,170,0.682730924
E,NH4,C3,1.494233591,2008,BP,1,A,170,0.682730924
E,NH4,C4,2.719317979,2008,BP,1,A,170,0.682730924
F,DIC,C1,35.70797778,2008,BP,1,A,210,0.843373494
F,DIC,C2,47.69059625,2008,BP,1,A,210,0.843373494
F,DIC,C3,34.65403727,2008,BP,1,A,210,0.843373494
F,DIC,C4,31.99625412,2008,BP,1,A,210,0.843373494
F,DIN,C1,2.480309593,2008,BP,1,A,210,0.843373494
F,DIN,C2,2.449729604,2008,BP,1,A,210,0.843373494
F,DIN,C3,2.784112817,2008,BP,1,A,210,0.843373494
F,DIN,C4,4.348412097,2008,BP,1,A,210,0.843373494
F,DIP,C1,0.523144821,2008,BP,1,A,210,0.843373494
F,DIP,C2,0.600482164,2008,BP,1,A,210,0.843373494
F,DIP,C3,0.3734016,2008,BP,1,A,210,0.843373494
F,DIP,C4,0.264172348,2008,BP,1,A,210,0.843373494
F,NH4,C1,2.478781256,2008,BP,1,A,210,0.843373494
F,NH4,C2,2.440390573,2008,BP,1,A,210,0.843373494
F,NH4,C3,2.786839877,2008,BP,1,A,210,0.843373494
F,NH4,C4,4.37185154,2008,BP,1,A,210,0.843373494
U,DIC,C1,8.360038603,2009,BP,1,ET,50,0.200803213
U,DIC,C3,11.84701024,2009,BP,1,ET,50,0.200803213
U,DIN,C1,0.498964886,2009,BP,1,ET,50,0.200803213
U,DIN,C3,0.875436793,2009,BP,1,ET,50,0.200803213
U,DIP,C1,0.012964554,2009,BP,1,ET,50,0.200803213
U,DIP,C3,0.040522116,2009,BP,1,ET,50,0.200803213
U,NH4,C1,0.383195216,2009,BP,1,ET,50,0.200803213
U,NH4,C3,0.909608258,2009,BP,1,ET,50,0.200803213
V,DIC,C1,59.96504467,2009,BP,1,ET,65,0.261044177
V,DIC,C2,12.20000366,2009,BP,1,ET,65,0.261044177
V,DIC,C3,17.56105075,2009,BP,1,ET,65,0.261044177
V,DIC,C4,15.24002623,2009,BP,1,ET,65,0.261044177
V,DIN,C4,-0.105002867,2009,BP,1,ET,65,0.261044177
V,DIP,C1,-0.092164548,2009,BP,1,ET,65,0.261044177
V,DIP,C2,-0.06436942,2009,BP,1,ET,65,0.261044177
V,DIP,C3,-0.059577798,2009,BP,1,ET,65,0.261044177
V,DIP,C4,-0.659144841,2009,BP,1,ET,65,0.261044177
V,NH4,C1,0.233728056,2009,BP,1,ET,65,0.261044177
V,NH4,C3,0.286213632,2009,BP,1,ET,65,0.261044177
Y,DIC,C1,18.16455466,2009,BP,1,A,120,0.481927711
Y,DIC,C3,10.54609302,2009,BP,1,A,120,0.481927711
Y,DIC,C4,11.15730481,2009,BP,1,A,120,0.481927711
Y,DIN,C1,1.928476342,2009,BP,1,A,120,0.481927711
Y,DIN,C2,0.596129394,2009,BP,1,A,120,0.481927711
Y,DIN,C3,0.426296052,2009,BP,1,A,120,0.481927711
Y,DIN,C4,0.707679262,2009,BP,1,A,120,0.481927711
Y,DIP,C1,0.331113373,2009,BP,1,A,120,0.481927711
Y,NH4,C1,1.928476342,2009,BP,1,A,120,0.481927711
Y,NH4,C2,0.596129394,2009,BP,1,A,120,0.481927711
Y,NH4,C3,0.386515126,2009,BP,1,A,120,0.481927711
